,device_name,network_count,duration,has_monitors,is_merged,multithreading_type,is_recompile,last_run_time,compilation_time,binary_run_time,neurongroup_stateupdater,neurongroup_thresholder,neurongroup_resetter,synapses_pre,synapses_pre_push_spikes,spikemonitor,statemonitor,sum_ratemonitors,total_run_time,duplicating_time,result_extraction_time
0,cpp_standalone,1,1.0,False,False,none,0.6666666666666666,3.63333,0.39569769965277773,4.152361604902479,3.446438888888889,0.061276,0.006310888888888889,0.029107222222222222,0.019006444444444444,0.0,0.0,0.0,6.563186751471625,0.0,8.847978379933332e-06
1,cpp_standalone,1,1.0,False,False,openmp,0.6666666666666666,0.8931562222222222,0.42215850618150497,1.5732828776041667,0.3531946666666667,0.0663249111111111,0.08246192222222222,0.28578233333333336,0.09325242222222223,0.0,0.0,0.0,3.9900574154324002,0.0,1.3245476616688888e-05
2,cpp_standalone,1,1.0,False,True,none,0.0,3.61028,1.1504781246185303,4.045975844065349,3.427593333333333,0.060769666666666666,0.006150333333333333,0.027644666666666668,0.018405,0.0,0.0,0.0,7.09125542640686,0.35389184951782227,3.8941701253e-06
3,cpp_standalone,1,1.0,False,True,openmp,0.0,0.9157086666666666,1.226024071375529,1.5139118830362956,0.359575,0.06279133333333332,0.08068986666666667,0.30876733333333334,0.0924996,0.0,0.0,0.0,4.7632012367248535,0.3612312475840251,1.9868214925e-06
4,cpp_standalone,2,1.0,False,True,none,0.0,7.137193333333333,1.1613812446594238,8.117579062779745,6.85921,0.11441166666666668,0.0062443333333333335,0.05412733333333333,0.032960333333333335,0.0,0.0,0.0,11.167632579803467,0.3621096611022949,2.6226043701e-06
5,cpp_standalone,2,1.0,False,True,openmp,0.0,1.2934866666666667,1.2426209449768066,2.4569615523020425,0.575754,0.11672066666666665,0.08282046666666666,0.3948043333333333,0.11201,0.0,0.0,0.0,5.561440547307332,0.3595855236053466,2.1457672119e-06
6,cpp_standalone,4,1.0,False,True,none,0.0,14.1263,1.1792716185251872,16.15122429529826,13.660866666666665,0.22146466666666664,0.006367,0.104767,0.061109,0.0,0.0,0.0,19.234805981318157,0.35561593373616535,1.9868214925e-06
7,cpp_standalone,4,1.0,False,True,openmp,0.0,2.0953466666666665,1.2274113496144612,4.325092871983846,1.0801433333333332,0.24005566666666667,0.08088050000000001,0.5436436666666666,0.13861756666666666,0.0,0.0,0.0,7.395420074462891,0.3530994256337483,2.2252400716e-06
8,cpp_standalone,8,1.0,False,True,none,0.0,28.25123333333333,1.1515414714813232,32.26608610153198,27.392,0.4359443333333333,0.006435666666666667,0.21950566666666668,0.12463866666666668,0.0,0.0,0.0,35.3928333123525,0.3485676447550456,2.1457672119e-06
9,cpp_standalone,8,1.0,False,True,openmp,0.0,3.3194933333333334,1.2317029635111492,7.7946523030598955,1.9447166666666664,0.475395,0.06696293333333332,0.6046836666666667,0.21669000000000002,0.0,0.0,0.0,10.949262301127115,0.3625760078430176,2.1457672119e-06
10,cpp_standalone,16,1.0,False,True,none,0.0,56.671166666666664,1.17149551709493,64.56379612286885,54.89513333333334,0.8725146666666667,0.00671,0.5257736666666667,0.29204066666666667,0.0,0.0,0.0,67.78026564915974,0.3592361609141032,3.2583872477e-06
11,cpp_standalone,16,1.0,False,True,openmp,0.0,6.416989999999999,1.2156991958618164,16.123796860376995,3.6647233333333333,0.9147776666666667,0.08734886666666668,1.4648766666666668,0.274081,0.0,0.0,0.0,19.238524198532104,0.3572703997294108,4.2915344238e-06
12,cpp_standalone,32,1.0,False,True,none,0.0,114.78066666666666,1.135541836420695,131.19907474517822,110.00600000000001,1.72809,0.007588333333333333,1.7827666666666666,1.1767283333333334,0.0,0.0,0.0,134.45383342107138,0.3656183083852132,2.7815500895e-06
13,cpp_standalone,32,1.0,False,True,openmp,0.0,13.395333333333333,1.259198824564616,31.890344699223835,7.7105,1.7918166666666666,0.08282,3.4285200000000002,0.370662,0.0,0.0,0.0,35.14990758895874,0.3626456260681152,2.4636586507e-06
14,cpp_standalone,64,1.0,False,True,none,0.0,231.32666666666668,1.1690322558085124,266.39610560735065,219.8373333333333,3.4621600000000003,0.009511666666666667,5.967713333333333,1.9644066666666669,0.0,0.0,0.0,269.6988256772359,0.35580889383951825,1.8278757731e-06
15,cpp_standalone,64,1.0,False,True,openmp,0.0,28.2937,1.2253206570943196,64.86063011487325,15.1805,3.5392433333333333,0.117525,8.667063333333333,0.7768123333333333,0.0,0.0,0.0,68.20354509353638,0.3682796160380046,2.2252400716e-06
16,cpp_standalone,128,1.0,False,True,none,0.0,463.0756666666666,2.1757990519205728,536.4305716355642,441.3326666666667,6.9506033333333335,0.013542333333333332,11.584866666666665,3.0965333333333334,0.0,0.0,0.0,540.6893264452616,0.3677819569905599,1.7484029134e-06
17,cpp_standalone,128,1.0,False,True,openmp,0.0,58.84773333333334,1.2257938385009766,130.80169733365378,31.12193333333333,7.084886666666667,0.15028233333333332,19.132433333333335,1.345,0.0,0.0,0.0,134.46049555142721,0.3683977921803792,2.8610229492e-06
18,cpp_standalone,256,1.0,False,True,none,0.0,934.6223333333334,1.1580639680226643,1081.9659867286682,884.3076666666666,13.893300000000002,0.026229000000000002,26.98636666666667,9.293190000000001,0.0,0.0,0.0,1086.6578640937805,0.389267365137736,2.6226043701e-06
19,cpp_standalone,256,1.0,False,True,openmp,0.0,122.27866666666667,1.234309196472168,293.0179685751597,60.357400000000005,14.281,0.24358966666666668,43.9274,3.4533533333333337,0.0,0.0,0.0,296.3783594767253,0.36506493886311847,1.5099843343000003e-06
20,cuda_standalone,1,1.0,False,False,GPU,0.7391304347826086,0.5494909130434783,2.273847776910533,6.145182785780533,0.1507711304347826,0.09087613043478261,0.06806343478260869,0.1436303043478261,0.013322347826086958,0.0,0.0,0.0,11.655307261840157,0.0,9.484913038113044e-06
21,cuda_standalone,1,1.0,False,True,GPU,0.0,0.5553863333333333,8.730318387349447,6.1043368975321455,0.15249633333333332,0.09246766666666667,0.069262,0.1457,0.013012000000000001,0.0,0.0,0.0,18.071106274922688,0.41777960459391267,2.4636586507000003e-06
22,cuda_standalone,2,1.0,False,True,GPU,0.0,0.57402,8.651649077733358,12.717993179957071,0.14717499999999997,0.08875100000000001,0.06644233333333334,0.175911,0.013146333333333335,0.0,0.0,0.0,24.55725089708964,0.4097100893656413,2.1457672119e-06
23,cuda_standalone,4,1.0,False,True,GPU,0.0,0.6343813333333334,8.727304538091024,26.788589239120483,0.14329533333333333,0.089657,0.06636733333333333,0.23615033333333332,0.013459333333333332,0.0,0.0,0.0,38.89840133984884,0.42711035410563153,3.178914388e-06
24,cuda_standalone,8,1.0,False,True,GPU,0.0,0.72714,8.621841589609781,62.52766911188761,0.14059333333333332,0.086856,0.06377699999999999,0.339455,0.01341,0.0,0.0,0.0,74.45063511530559,0.4094742139180501,1.9073486328000001e-06
25,cuda_standalone,16,1.0,False,True,GPU,0.0,1.0206333333333333,8.686662912368774,134.88117663065592,0.21531799999999998,0.09246066666666668,0.065967,0.550273,0.013068999999999999,0.0,0.0,0.0,147.0360099474589,0.41605154673258465,2.384185791e-06
26,cuda_standalone,32,1.0,False,True,GPU,0.0,1.5005133333333334,8.606337149937948,314.9012037913005,0.2927766666666667,0.09521366666666665,0.06640466666666667,0.9493013333333332,0.013287,0.0,0.0,0.0,326.93694464365643,0.41204484303792316,2.0662943522e-06
27,cuda_standalone,64,1.0,False,True,GPU,0.0,2.4918600000000004,8.617091258366903,698.7588690916697,0.4544973333333333,0.11556,0.07214666666666666,1.7524166666666667,0.013471666666666667,0.0,0.0,0.0,710.761970837911,0.422792911529541,2.8610229492e-06
